0	30	40	120.000000	40.000000	50	200	10
1	37	52	5.600000	1.400000
2	49	49	24.000000	6.000000
3	52	64	12.800000	3.200000
4	20	26	6.000000	3.000000
5	40	30	16.799999	4.200000
6	21	47	12.000000	3.000000
7	17	63	15.200000	3.800000
8	31	62	18.400000	4.600000
9	52	33	8.800000	2.200000
10	51	21	4.000000	1.000000
11	42	41	15.200000	3.800000
12	31	32	23.200001	5.800000
13	5	25	15.330000	7.670000
14	12	42	16.799999	4.200000
15	36	16	8.000000	2.000000
16	52	41	12.000000	3.000000
17	27	23	2.000000	1.000000
18	17	33	27.330000	13.670000
19	13	13	6.000000	3.000000
20	57	58	22.400000	5.600000
21	62	42	6.400000	1.600000
22	42	57	6.400000	1.600000
23	16	57	12.800000	3.200000
24	8	52	8.000000	2.000000
25	7	38	22.400000	5.600000
26	27	68	5.600000	1.400000
27	30	48	12.000000	3.000000
28	43	67	11.200000	2.800000
29	58	48	4.800000	1.200000
30	58	27	15.200000	3.800000
31	37	69	8.800000	2.200000
32	38	46	9.600000	2.400000
33	46	10	18.400000	4.600000
34	61	33	20.799999	5.200000
35	62	63	13.600000	3.400000
36	63	69	4.800000	1.200000
37	32	22	7.200000	1.800000
38	45	35	12.000000	3.000000
39	59	15	11.200000	2.800000
40	5	6	4.670000	2.330000
41	10	17	18.000000	9.000000
42	21	10	8.670000	4.330000
43	5	64	8.800000	2.200000
44	30	15	10.670000	5.330000
45	39	10	8.000000	2.000000
46	32	39	4.000000	1.000000
47	25	32	16.670000	8.330000
48	25	55	13.600000	3.400000
49	48	28	14.400000	3.600000
50	56	37	8.000000	2.000000
