0	35	35	150.000000	50.000000	150	999999	0
1	41	49	7.500000	2.500000
2	35	17	5.250000	1.750000
3	55	45	9.750000	3.250000
4	55	20	14.250000	4.750000
5	15	30	17.330000	8.670000
6	25	30	2.000000	1.000000
7	20	50	3.750000	1.250000
8	10	43	6.750000	2.250000
9	55	60	12.000000	4.000000
10	30	60	12.000000	4.000000
11	20	65	9.000000	3.000000
12	50	35	14.250000	4.750000
13	30	25	15.330000	7.670000
14	15	10	13.330000	6.670000
15	30	5	5.330000	2.670000
16	10	20	12.670000	6.330000
17	5	30	1.330000	0.670000
18	20	40	9.000000	3.000000
19	15	60	12.750000	4.250000
20	45	65	6.750000	2.250000
21	45	20	8.250000	2.750000
22	45	10	13.500000	4.500000
23	55	5	21.750000	7.250000
24	65	35	2.250000	0.750000
25	65	20	4.500000	1.500000
26	45	30	12.750000	4.250000
27	35	40	12.000000	4.000000
28	41	37	12.000000	4.000000
29	64	42	6.750000	2.250000
30	40	60	15.750000	5.250000
31	31	52	20.250000	6.750000
32	35	69	17.250000	5.750000
33	53	52	8.250000	2.750000
34	65	55	10.500000	3.500000
35	63	65	6.000000	2.000000
36	2	60	3.750000	1.250000
37	20	20	5.330000	2.670000
38	5	5	10.670000	5.330000
39	60	12	23.250000	7.750000
40	40	25	6.750000	2.250000
41	42	7	3.750000	1.250000
42	24	12	3.330000	1.670000
43	23	3	4.670000	2.330000
44	11	14	12.000000	6.000000
45	6	38	12.000000	4.000000
46	2	48	0.750000	0.250000
47	8	56	20.250000	6.750000
48	13	52	27.000000	9.000000
49	6	68	22.500000	7.500000
50	47	47	9.750000	3.250000
51	49	58	7.500000	2.500000
52	27	43	6.750000	2.250000
53	37	31	10.500000	3.500000
54	57	29	13.500000	4.500000
55	63	23	1.500000	0.500000
56	53	12	4.500000	1.500000
57	32	12	4.670000	2.330000
58	36	26	13.500000	4.500000
59	21	24	18.670000	9.330000
60	17	34	2.000000	1.000000
61	12	24	8.670000	4.330000
62	24	58	14.250000	4.750000
63	27	69	7.500000	2.500000
64	15	77	6.750000	2.250000
65	62	77	15.000000	5.000000
66	49	73	18.750000	6.250000
67	67	5	18.750000	6.250000
68	56	39	27.000000	9.000000
69	37	47	4.500000	1.500000
70	37	56	3.750000	1.250000
71	57	68	11.250000	3.750000
72	47	16	18.750000	6.250000
73	44	17	6.750000	2.250000
74	46	13	6.000000	2.000000
75	49	11	13.500000	4.500000
76	49	42	9.750000	3.250000
77	53	43	10.500000	3.500000
78	61	52	2.250000	0.750000
79	57	48	17.250000	5.750000
80	56	37	4.500000	1.500000
81	55	54	19.500000	6.500000
82	15	47	12.000000	4.000000
83	14	37	7.330000	3.670000
84	11	31	4.670000	2.330000
85	16	22	27.330000	13.670000
86	4	18	23.330000	11.670000
87	28	18	17.330000	8.670000
88	26	52	6.750000	2.250000
89	26	35	10.000000	5.000000
90	31	67	2.250000	0.750000
91	15	19	0.670000	0.330000
92	22	22	1.330000	0.670000
93	18	24	14.670000	7.330000
94	26	27	18.000000	9.000000
95	25	24	13.330000	6.670000
96	22	27	7.330000	3.670000
97	25	21	8.000000	4.000000
98	19	21	6.670000	3.330000
99	20	26	6.000000	3.000000
100	18	18	11.330000	5.670000
101	37	52	5.250000	1.750000
102	49	49	22.500000	7.500000
103	52	64	12.000000	4.000000
104	20	26	6.000000	3.000000
105	40	30	15.750000	5.250000
106	21	47	11.250000	3.750000
107	17	63	14.250000	4.750000
108	31	62	17.250000	5.750000
109	52	33	8.250000	2.750000
110	51	21	3.750000	1.250000
111	42	41	14.250000	4.750000
112	31	32	19.330000	9.670000
113	5	25	15.330000	7.670000
114	12	42	15.750000	5.250000
115	36	16	7.500000	2.500000
116	52	41	11.250000	3.750000
117	27	23	2.000000	1.000000
118	17	33	27.330000	13.670000
119	13	13	6.000000	3.000000
120	57	58	21.000000	7.000000
121	62	42	6.000000	2.000000
122	42	57	6.000000	2.000000
123	16	57	12.000000	4.000000
124	8	52	7.500000	2.500000
125	7	38	21.000000	7.000000
126	27	68	5.250000	1.750000
127	30	48	11.250000	3.750000
128	43	67	10.500000	3.500000
129	58	48	4.500000	1.500000
130	58	27	14.250000	4.750000
131	37	69	8.250000	2.750000
132	38	46	9.000000	3.000000
133	46	10	17.250000	5.750000
134	61	33	19.500000	6.500000
135	62	63	12.750000	4.250000
136	63	69	4.500000	1.500000
137	32	22	6.000000	3.000000
138	45	35	11.250000	3.750000
139	59	15	10.500000	3.500000
140	5	6	4.670000	2.330000
141	10	17	18.000000	9.000000
142	21	10	8.670000	4.330000
143	5	64	8.250000	2.750000
144	30	15	10.670000	5.330000
145	39	10	7.500000	2.500000
146	32	39	3.750000	1.250000
147	25	32	16.670000	8.330000
148	25	55	12.750000	4.250000
149	48	28	13.500000	4.500000
150	56	37	7.500000	2.500000
