0	40	40	105.000000	35.000000	75	999999	0
1	22	22	12.000000	6.000000
2	36	26	20.799999	5.200000
3	21	45	8.800000	2.200000
4	45	35	24.000000	6.000000
5	55	20	16.799999	4.200000
6	33	34	12.670000	6.330000
7	50	50	12.000000	3.000000
8	55	45	12.800000	3.200000
9	26	59	23.200001	5.800000
10	40	66	20.799999	5.200000
11	55	65	29.600000	7.400000
12	35	51	12.800000	3.200000
13	62	35	9.600000	2.400000
14	62	57	24.799999	6.200000
15	62	24	6.400000	1.600000
16	21	36	12.670000	6.330000
17	33	44	16.000000	4.000000
18	9	56	10.400000	2.600000
19	62	48	12.000000	3.000000
20	66	14	17.600000	4.400000
21	44	13	22.400000	5.600000
22	26	13	8.000000	4.000000
23	11	28	4.000000	2.000000
24	7	43	21.600000	5.400000
25	17	64	11.200000	2.800000
26	41	46	14.400000	3.600000
27	55	34	13.600000	3.400000
28	35	16	23.200001	5.800000
29	52	26	10.400000	2.600000
30	43	26	17.600000	4.400000
31	31	76	20.000000	5.000000
32	22	53	22.400000	5.600000
33	26	29	18.000000	9.000000
34	50	40	15.200000	3.800000
35	55	50	8.000000	2.000000
36	54	10	9.600000	2.400000
37	60	15	11.200000	2.800000
38	47	66	19.200001	4.800000
39	30	60	12.800000	3.200000
40	30	50	26.400000	6.600000
41	12	17	10.000000	5.000000
42	15	14	7.330000	3.670000
43	16	19	12.000000	6.000000
44	21	48	13.600000	3.400000
45	50	30	16.799999	4.200000
46	51	42	21.600000	5.400000
47	50	15	15.200000	3.800000
48	48	21	16.000000	4.000000
49	12	38	4.000000	1.000000
50	15	56	17.600000	4.400000
51	29	39	9.600000	2.400000
52	54	38	15.200000	3.800000
53	55	57	17.600000	4.400000
54	67	41	12.800000	3.200000
55	10	70	5.600000	1.400000
56	6	25	17.330000	8.670000
57	65	27	11.200000	2.800000
58	40	60	16.799999	4.200000
59	70	64	19.200001	4.800000
60	64	4	10.400000	2.600000
61	36	6	12.000000	3.000000
62	30	20	12.000000	6.000000
63	20	30	7.330000	3.670000
64	15	5	18.670000	9.330000
65	50	70	7.200000	1.800000
66	57	72	29.600000	7.400000
67	45	42	24.000000	6.000000
68	38	33	8.000000	2.000000
69	50	4	6.400000	1.600000
70	66	8	8.800000	2.200000
71	59	5	2.400000	0.600000
72	35	60	0.800000	0.200000
73	27	24	4.000000	2.000000
74	40	20	8.000000	2.000000
75	40	37	16.000000	4.000000
